ID,poi shape,poi type,coordinate,amenity_types,latitude,longitude
10505,Point,kindergarten," 19.0803667, 47.4857937 ",School,47.4857937,19.0803667
10506,Point,parking," 19.0905413, 47.4776835 ",Parking,47.4776835,19.0905413
10507,Point,recycling," 18.9596791, 47.5610375 ",Recycling,47.5610375,18.9596791
10508,Point,waste_basket," 18.9475879, 47.5622133 ",others,47.5622133,18.9475879
10509,Point,waste_basket," 18.9549, 47.5668336 ",others,47.5668336,18.9549
10510,Point,kindergarten," 19.1152707, 47.4715037 ",School,47.4715037,19.1152707
10511,Point,school," 19.114108, 47.4716535 ",School,47.4716535,19.114108
10512,Point,car_wash," 19.1089208, 47.4724547 ",Transportation: Car,47.4724547,19.1089208
10513,Point,pharmacy," 18.9616817, 47.5638184 ",Healthcare,47.5638184,18.9616817
10514,Point,waste_basket," 18.9627338, 47.5629751 ",others,47.5629751,18.9627338
10515,Point,recycling," 18.960826, 47.5540291 ",Recycling,47.5540291,18.960826
10516,Point,parking," 19.1304049, 47.4706362 ",Parking,47.4706362,19.1304049
10517,Point,parking," 19.1379203, 47.4701458 ",Parking,47.4701458,19.1379203
10518,Point,parking," 19.0938787, 47.4472291 ",Parking,47.4472291,19.0938787
10519,Point,parking," 19.1203548, 47.4745518 ",Parking,47.4745518,19.1203548
10520,Point,bank," 18.9620706, 47.5637197 ",Financial,47.5637197,18.9620706
10521,Point,bank," 18.9620593, 47.5636176 ",Financial,47.5636176,18.9620593
10522,Point,post_office," 18.9620297, 47.5637878 ",others,47.5637878,18.9620297
10523,Point,recycling," 18.9530185, 47.5519501 ",Recycling,47.5519501,18.9530185
10524,Point,parking," 18.9021819, 47.3865834 ",Parking,47.3865834,18.9021819
10525,Point,school," 19.1305089, 47.4544377 ",School,47.4544377,19.1305089
10526,Point,waste_basket," 18.9659243, 47.5556995 ",others,47.5556995,18.9659243
10527,Point,school," 19.0812285, 47.5085511 ",School,47.5085511,19.0812285
10528,Point,cafe," 19.0381341, 47.502793 ",Sustenance,47.502793,19.0381341
10529,Point,car_wash," 19.3849477, 47.407743 ",Transportation: Car,47.407743,19.3849477
10530,Point,parking," 19.1204253, 47.5622244 ",Parking,47.5622244,19.1204253
10531,Point,parking," 19.1169739, 47.5636308 ",Parking,47.5636308,19.1169739
10532,Point,parking," 19.122014, 47.5611305 ",Parking,47.5611305,19.122014
10533,Point,parking," 19.1174904, 47.5631865 ",Parking,47.5631865,19.1174904
10534,Point,fuel," 19.0639551, 47.4303125 ",Fuel Station,47.4303125,19.0639551
10535,Point,social_facility," 19.2471448, 47.4798892 ",Healthcare,47.4798892,19.2471448
10536,Point,parking," 19.247557, 47.480163 ",Parking,47.480163,19.247557
10537,Point,community_centre," 19.2584898, 47.4897988 ",Entertainment,47.4897988,19.2584898
10538,Point,bicycle_rental," 19.0464408, 47.5418875 ",Transportation: Bicycle,47.5418875,19.0464408
10539,Point,parking," 19.0467126, 47.5421332 ",Parking,47.5421332,19.0467126
10540,Point,drinking_water," 19.084318, 47.5184225 ",others,47.5184225,19.084318
10541,Point,pub," 19.0460188, 47.5852091 ",Sustenance,47.5852091,19.0460188
10542,Point,community_centre," 19.0472767, 47.5856177 ",Entertainment,47.5856177,19.0472767
10543,Point,place_of_worship," 19.0481337, 47.5845842 ",Religion,47.5845842,19.0481337
10544,Point,place_of_worship," 19.0487647, 47.5844702 ",Religion,47.5844702,19.0487647
10545,Point,parking," 19.0579591, 47.4312317 ",Parking,47.4312317,19.0579591
10546,Point,parking," 19.0580007, 47.4317504 ",Parking,47.4317504,19.0580007
10547,Point,taxi," 19.0669148, 47.4305631 ",others,47.4305631,19.0669148
10548,Point,fast_food," 19.0459597, 47.5867186 ",Sustenance,47.5867186,19.0459597
10549,Point,kindergarten," 19.0675538, 47.4189921 ",School,47.4189921,19.0675538
10550,Point,marketplace," 19.0365208, 47.4992807 ",others,47.4992807,19.0365208
10551,Point,kindergarten," 19.0677683, 47.419878 ",School,47.419878,19.0677683
10552,Point,kindergarten," 19.0545679, 47.5863413 ",School,47.5863413,19.0545679
10553,Point,fuel," 19.2671767, 47.4750793 ",Fuel Station,47.4750793,19.2671767
10554,Point,parking," 18.9081788, 47.396986 ",Parking,47.396986,18.9081788
10555,Point,parking," 18.9082355, 47.3970795 ",Parking,47.3970795,18.9082355
10556,Point,car_wash," 19.0275522, 47.3611733 ",Transportation: Car,47.3611733,19.0275522
10557,Point,parking," 18.9237384, 47.3873811 ",Parking,47.3873811,18.9237384
10558,Point,parking," 18.9219904, 47.3883709 ",Parking,47.3883709,18.9219904
10559,Point,townhall," 19.3930348, 47.4216409 ",Government,47.4216409,19.3930348
10560,Point,biergarten," 19.3938821, 47.4215584 ",Sustenance,47.4215584,19.3938821
10561,Point,townhall," 19.3940726, 47.4221627 ",Government,47.4221627,19.3940726
10562,Point,parking," 19.3948917, 47.4223726 ",Parking,47.4223726,19.3948917
10563,Point,shelter," 19.3943275, 47.4224988 ",others,47.4224988,19.3943275
10564,Point,pub," 19.392546, 47.4292016 ",Sustenance,47.4292016,19.392546
10565,Point,parking," 19.1417047, 47.6291377 ",Parking,47.6291377,19.1417047
10566,Point,parking," 18.9058826, 47.3820568 ",Parking,47.3820568,18.9058826
10567,Point,parking," 18.9090459, 47.3804645 ",Parking,47.3804645,18.9090459
10568,Point,veterinary," 18.9091759, 47.3803759 ",Healthcare,47.3803759,18.9091759
10569,Point,parking," 19.1586713, 47.3538399 ",Parking,47.3538399,19.1586713
10570,Point,parking," 18.9217001, 47.3815571 ",Parking,47.3815571,18.9217001
10571,Point,parking," 19.1370121, 47.6270315 ",Parking,47.6270315,19.1370121
10572,Point,parking," 19.1303436, 47.6075563 ",Parking,47.6075563,19.1303436
10573,Point,parking," 19.3902575, 47.5960477 ",Parking,47.5960477,19.3902575
10574,Point,marketplace," 19.1146131, 47.5361715 ",others,47.5361715,19.1146131
10575,Point,parking," 19.0303885, 47.5047498 ",Parking,47.5047498,19.0303885
10576,Point,parking," 18.9250487, 47.3868689 ",Parking,47.3868689,18.9250487
10577,Point,fuel," 18.9270817, 47.3900772 ",Fuel Station,47.3900772,18.9270817
10578,Point,parking," 19.0880441, 47.4639244 ",Parking,47.4639244,19.0880441
10579,Point,coworking_space," 19.0421998, 47.4655992 ",Coworking Space,47.4655992,19.0421998
10580,Point,place_of_worship," 19.1392206, 47.6240813 ",Religion,47.6240813,19.1392206
10581,Point,kindergarten," 19.1310418, 47.6376628 ",School,47.6376628,19.1310418
10582,Point,restaurant," 19.1294885, 47.6399581 ",Sustenance,47.6399581,19.1294885
10583,Point,school," 19.1318422, 47.6325595 ",School,47.6325595,19.1318422
10584,Point,parking," 19.0507335, 47.5500482 ",Parking,47.5500482,19.0507335
10585,Point,place_of_worship," 19.0203646, 47.5543253 ",Religion,47.5543253,19.0203646
10586,Point,parking," 19.0246768, 47.3632595 ",Parking,47.3632595,19.0246768
10587,Point,parking," 19.025714, 47.3625663 ",Parking,47.3625663,19.025714
10588,Point,parking," 19.0226716, 47.3612024 ",Parking,47.3612024,19.0226716
10589,Point,parking," 19.0174846, 47.3502756 ",Parking,47.3502756,19.0174846
10590,Point,parking," 19.0178153, 47.3497424 ",Parking,47.3497424,19.0178153
10591,Point,parking," 19.0242767, 47.3782904 ",Parking,47.3782904,19.0242767
10592,Point,parking," 19.0263127, 47.3767405 ",Parking,47.3767405,19.0263127
10593,Point,parking," 19.0277641, 47.3768703 ",Parking,47.3768703,19.0277641
10594,Point,parking," 19.0394262, 47.3780889 ",Parking,47.3780889,19.0394262
10595,Point,parking," 19.1197519, 47.3464434 ",Parking,47.3464434,19.1197519
10596,Point,parking," 19.1183483, 47.3473749 ",Parking,47.3473749,19.1183483
10597,Point,parking," 19.1174554, 47.3468735 ",Parking,47.3468735,19.1174554
10598,Point,parking," 19.1203538, 47.3569389 ",Parking,47.3569389,19.1203538
10599,Point,parking," 19.1200204, 47.3572283 ",Parking,47.3572283,19.1200204
10600,Point,parking," 19.1207507, 47.3571032 ",Parking,47.3571032,19.1207507
10601,Point,parking," 19.1197744, 47.3586782 ",Parking,47.3586782,19.1197744
10602,Point,parking," 19.1222443, 47.3603538 ",Parking,47.3603538,19.1222443
10603,Point,post_office," 18.9928607, 47.5236402 ",others,47.5236402,18.9928607
10604,Point,pharmacy," 18.99304, 47.5237358 ",Healthcare,47.5237358,18.99304
10605,Point,atm," 18.9933983, 47.5236316 ",Financial,47.5236316,18.9933983
10606,Point,recycling," 18.9886016, 47.5230495 ",Recycling,47.5230495,18.9886016
10607,Point,restaurant," 18.9786875, 47.5302942 ",Sustenance,47.5302942,18.9786875
10608,Point,school," 18.9794735, 47.5302288 ",School,47.5302288,18.9794735
10609,Point,place_of_worship," 19.0012951, 47.4711664 ",Religion,47.4711664,19.0012951
10610,Point,recycling," 18.965108, 47.5421031 ",Recycling,47.5421031,18.965108
10611,Point,recycling," 19.0378976, 47.4885564 ",Recycling,47.4885564,19.0378976
10612,Point,parking," 18.9236545, 47.378875 ",Parking,47.378875,18.9236545
10613,Point,parking," 18.9277992, 47.3790194 ",Parking,47.3790194,18.9277992
10614,Point,fast_food," 18.9238068, 47.3787921 ",Sustenance,47.3787921,18.9238068
10615,Point,fuel," 19.087004, 47.4555591 ",Fuel Station,47.4555591,19.087004
10616,Point,parking," 19.3388228, 47.5908956 ",Parking,47.5908956,19.3388228
10617,Point,marketplace," 18.9437419, 47.5613096 ",others,47.5613096,18.9437419
10618,Point,community_centre," 18.9439272, 47.5614808 ",Entertainment,47.5614808,18.9439272
10619,Point,parking," 19.3936415, 47.4212871 ",Parking,47.4212871,19.3936415
10620,Point,parking," 19.0807029, 47.5292573 ",Parking,47.5292573,19.0807029
10621,Point,parking," 19.0809166, 47.5290798 ",Parking,47.5290798,19.0809166
10622,Point,parking," 19.0773611, 47.4688975 ",Parking,47.4688975,19.0773611
10623,Point,parking," 19.3932616, 47.4290405 ",Parking,47.4290405,19.3932616
10624,Point,fast_food," 19.3935444, 47.4291579 ",Sustenance,47.4291579,19.3935444
10625,Point,dentist," 19.0038925, 47.4661483 ",Healthcare,47.4661483,19.0038925
10626,Point,biergarten," 19.0611337, 47.4630341 ",Sustenance,47.4630341,19.0611337
10627,Point,cafe," 19.0608786, 47.4627711 ",Sustenance,47.4627711,19.0608786
10628,Point,cafe," 19.0629124, 47.4651577 ",Sustenance,47.4651577,19.0629124
10629,Point,parking," 19.0814133, 47.4698088 ",Parking,47.4698088,19.0814133
10630,Point,school," 19.1581928, 47.4863677 ",School,47.4863677,19.1581928
10631,Point,school," 18.9898209, 47.6084992 ",School,47.6084992,18.9898209
10632,Point,parking," 19.1141761, 47.5861623 ",Parking,47.5861623,19.1141761
10633,Point,parking," 19.1176285, 47.5880701 ",Parking,47.5880701,19.1176285
10634,Point,parking," 19.0412399, 47.4141076 ",Parking,47.4141076,19.0412399
10635,Point,parking," 19.1035358, 47.4824614 ",Parking,47.4824614,19.1035358
10636,Point,parking," 19.1033021, 47.4827552 ",Parking,47.4827552,19.1033021
10637,Point,parking," 19.3945772, 47.4231298 ",Parking,47.4231298,19.3945772
10638,Point,parking," 19.3903108, 47.4195572 ",Parking,47.4195572,19.3903108
10639,Point,parking," 19.0938834, 47.5243599 ",Parking,47.5243599,19.0938834
10640,Point,school," 19.1197839, 47.4901626 ",School,47.4901626,19.1197839
10641,Point,car_rental," 19.1097025, 47.4885163 ",Transportation: Car,47.4885163,19.1097025
10642,Point,parking," 19.1203676, 47.4904376 ",Parking,47.4904376,19.1203676
10643,Point,parking," 19.1204609, 47.4900797 ",Parking,47.4900797,19.1204609
10644,Point,parking," 19.1187198, 47.4894044 ",Parking,47.4894044,19.1187198
10645,Point,fuel," 19.0134774, 47.4641739 ",Fuel Station,47.4641739,19.0134774
10646,Point,cafe," 19.0693375, 47.5007306 ",Sustenance,47.5007306,19.0693375
10647,Point,fuel," 19.0345052, 47.4129806 ",Fuel Station,47.4129806,19.0345052
10648,Point,parking," 19.0454899, 47.6210068 ",Parking,47.6210068,19.0454899
10649,Point,community_centre," 19.049564, 47.6230733 ",Entertainment,47.6230733,19.049564
10650,Point,shelter," 19.0462088, 47.6218449 ",others,47.6218449,19.0462088
10651,Point,parking," 19.1485352, 47.5298258 ",Parking,47.5298258,19.1485352
10652,Point,nursing_home," 19.1564191, 47.6233359 ",Healthcare,47.6233359,19.1564191
10653,Point,parking," 19.1519228, 47.6163246 ",Parking,47.6163246,19.1519228
10654,Point,parking," 19.1459897, 47.5317013 ",Parking,47.5317013,19.1459897
10655,Point,toilets," 19.0610793, 47.4622978 ",others,47.4622978,19.0610793
10656,Point,school," 19.0815726, 47.542253 ",School,47.542253,19.0815726
10657,Point,fountain," 18.9347927, 47.5160807 ",Arts,47.5160807,18.9347927
10658,Point,parking," 18.9213309, 47.5145245 ",Parking,47.5145245,18.9213309
10659,Point,school," 18.9274531, 47.5110535 ",School,47.5110535,18.9274531
10660,Point,parking," 19.1026774, 47.4818193 ",Parking,47.4818193,19.1026774
10661,Point,parking," 19.0585817, 47.6166664 ",Parking,47.6166664,19.0585817
10662,Point,restaurant," 18.8647359, 47.6228589 ",Sustenance,47.6228589,18.8647359
10663,Point,toilets," 19.0804241, 47.5181972 ",others,47.5181972,19.0804241
10664,Point,fountain," 19.0827369, 47.5170284 ",Arts,47.5170284,19.0827369
10665,Point,fountain," 19.0841884, 47.5183677 ",Arts,47.5183677,19.0841884
10666,Point,parking," 19.0353431, 47.5440787 ",Parking,47.5440787,19.0353431
10667,Point,recycling," 19.0928349, 47.5646594 ",Recycling,47.5646594,19.0928349
10668,Point,fuel," 19.2732063, 47.4730915 ",Fuel Station,47.4730915,19.2732063
10669,Point,parking," 19.1088911, 47.4853287 ",Parking,47.4853287,19.1088911
10670,Point,kindergarten," 19.078538, 47.5502706 ",School,47.5502706,19.078538
10671,Point,pharmacy," 19.1228869, 47.541927 ",Healthcare,47.541927,19.1228869
10672,Point,community_centre," 19.1134435, 47.556489 ",Entertainment,47.556489,19.1134435
10673,Point,recycling," 18.9946898, 47.5285101 ",Recycling,47.5285101,18.9946898
10674,Point,post_office," 18.9632419, 47.5445712 ",others,47.5445712,18.9632419
10675,Point,parking," 18.8904676, 47.4609589 ",Parking,47.4609589,18.8904676
10676,Point,parking," 18.8929866, 47.4614415 ",Parking,47.4614415,18.8929866
10677,Point,parking," 18.891788, 47.461529 ",Parking,47.461529,18.891788
10678,Point,kindergarten," 19.2704936, 47.4881763 ",School,47.4881763,19.2704936
10679,Point,doctors," 19.2701015, 47.4937799 ",Healthcare,47.4937799,19.2701015
10680,Point,parking," 18.9698768, 47.5216145 ",Parking,47.5216145,18.9698768
10681,Point,parking," 18.9704723, 47.5217389 ",Parking,47.5217389,18.9704723
