ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport
10,1,0,0,1082,110,9.836363636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andrássy út,"
                3 rooms                            ",3,0,Brick Apartment,1,0,2164,77,83,"Furnished, equipped",1,1,0,0,1.5,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,-1,1,-1,-1,"In the VI. district, in the neighborhood of HEROES SQUARE and VÁROSLIGET, on ANDRÁSSY AVENUE, on the mezzanine of a tidy brickhouse we offer a 110 sqm, completely renovated, bright, demanding, modern appartment with 3 rooms for rent.   
It&aposs fully furnished and equipped with household appliances. It has 2 bedroom, a livingroom, a kitchen with a diner, a spacy bathroom, a separated toilet and an entrance-hall. Both of the bedrooms has an own FRENCH BALCONY. The kitchen is equipped with an electric stove, an exhauster, a dishwasher, a washing machine, a fridge and a microwave oven. There is a JACUZZI and a shower in the granite tiled bathroom. The BUILT-IN WARDROBES in the kitchen and the hall is a perfect option for store. The windows and the balconies are looking to the green garden of the house, so in spite of it&aposs close to Heroes square the apartment is pretty calm.   
The heating is working with gas. The kitchen, the bathroom, the entrance hall and the toilet has FLOOR HEATING too. Parking is possible on the street and in the close-by garages.   
The traffic is perfect to every direction (M1, M3 metro, 1, 4, 6 tram, buses, electric buses). The OKTOGON, the NYUGATI RAILWAY STATION, the WESTEND CITY CENTER shopping mall, the LEHEL SQUARE, the VÁCI ROAD, the HUNGÁRIA BOULEVARD, the M3 HIGHWAY, the ZUGLÓ TRAIN STATION, the PUSKÁS FERENC STADIUM and the KELETI RAILWAY STATION can be reached within minutes. You can find everything around here, what you may need for the casual life.   

Common cost: 27 thousand HUF (It&aposs include water and sewage fee.)   
Overhead: According to the consumption. The apartment is equipped with unique meters.   

AVAILABLE IMMEDIATELY!   
PETS are allowed!   

Rental fee: 1 100 euro/month+overhead+deposit  
Contact: Vöő Gergely (Gregory)   
You can call me anytime! I speak english and french.   

The mediation is free for the lessee! ",Near Danube,Metro 2 red,,47.507102,19.0661169,47.507102,19.0661169,1064,6,1.9260795820187586,1.650592396505994,1.4747453874187968,0.834293946604217,3.181062852073294,15.9305438651956
11,1,0,0,773,66,11.71212121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garibaldi utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1546,62,71,"Furnished, equipped",1,1,0,0,3,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-1,1,1,-1,skyholdingatlan.alberlet.hu,"Bazilika, Nyugati square, Oktogon","4, 6 trams, Metro 3 blue						",,47.50497,19.047426,47.50497,19.047426,1054,5,0.7003979279014997,0.9709874568971079,2.7641534034028004,1.042495236591463,1.7586703701259496,17.074022244946324
12,1,0,0,386,33,11.6969697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fecske utca,"
                1 room                            ",1,0,Brick Apartment,1,0,773,46,22,"Furnished, equipped",1,1,0,0,5,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,-1,1,-1,-1,skyholdingatlan.alberlet.hu,"Near Danube, Móricz Zsigmond square","4, 6 trams, 47, 49 trams, 7 bus, Matro 4",,47.493088,19.0760875,47.493088,19.0760875,1084,8,3.1848067296384253,1.9450006124952708,1.0924373934828104,2.499132832459718,3.975632121157611,14.564006004730759
13,1,0,0,439,40,10.975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Karinthy Frigyes út,"
                1 room                            ",1,0,Brick Apartment,1,0,927,62,37,"Furnished, equipped",1,1,0,0,5,-1,"Street, quiet",0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,-1,-1,1,-1,1, ,"Fővám tér, Kálvin square","47, 49 trams, Metro 3 blue, Matro 4						",,47.476447,19.052091,47.476447,19.052091,1111,11,2.165069741503432,2.2347844099213816,3.659187404148581,3.9284254693197904,3.4583040174067565,15.627530562691488
14,1,0,0,510,51,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Kassák Lajos utca,"
                2 rooms                            ",2,0,Block Apartment,0,1,1530,62,28,"Empty, equipped",0,1,0,1,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,Széll Kálmán square,Metro 2 red,,0.0,0.0,0.0,0.0,-1,-1,1046.5394535486328,5594.241873326249,5595.789548234935,5595.968594366229,5593.902362143333,5594.875558635575
15,1,0,0,510,42,12.14285714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drégely utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1020,62,25,"Empty, equipped",0,1,0,1,4,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,"Near Danube, Pedestrian street, Váci street","4, 6 trams, Metro 2 red						",,47.4770735,19.0758584,47.4770735,19.0758584,1096,9,3.8080855254685666,2.8722954767600064,2.7705912423234285,4.086789447929211,4.705322081905558,13.93609656859113
16,1,0,0,464,38,12.21052632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liliom utca,"
                1 room                            ",1,0,Brick Apartment,1,0,927,62,28,"Partly furnished, equipped",0,1,1,0,0,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,Széll Kálmán square,"47, 49 trams, Metro 3 blue, Matro 4						",,0.0,0.0,0.0,0.0,-1,-1,1046.5394535486328,5594.241873326249,5595.789548234935,5595.968594366229,5593.902362143333,5594.875558635575
17,1,0,0,402,43,9.348837209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Váci út,"
                1 room                            ",1,0,Brick Apartment,1,0,804,62,31,"Empty, furnished as well",1,0,0,1,0,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,"Near Danube, Parlament, Széll Kálmán square","47, 49 trams, Metro 2 red",,47.5366395,19.0683298,47.5366395,19.0683298,1138,13,0.9024351496791309,4.653021013265484,4.088045384225956,2.905759843451956,5.1116852276365785,17.60306428466214
18,1,0,0,402,53,7.58490566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szent István körút,"
                1 room                            ",1,0,Brick Apartment,1,0,804,77,28,"Furnished, equipped",1,1,0,0,3,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,"Széll Kálmán square, Vár",Metro 2 red,,47.5119888,19.0514866,47.5119888,19.0514866,1137,13,0.7052391529631384,1.7207255222349118,2.700543446796221,0.43361535534909185,2.3365218095622358,17.155595992437014
19,1,0,0,371,33,11.24242424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fűrész utca,"
                1 room                            ",1,0,Brick Apartment,1,0,742,62,28,Empty,0,0,0,1,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,"Deák square, Inside Nagykörút","47, 49 trams, Metro 1 historic line, Metro 2 red						",,47.52312,19.1133095,47.52312,19.1133095,1147,14,4.5950859139482585,5.5549752290443335,3.275900255739254,4.401620138424705,7.085464864817805,14.049072461307246
20,1,0,0,402,36,11.16666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madách Imre út,"
                1 room                            ",1,0,Brick Apartment,1,0,804,62,19,"Furnished, equipped",1,1,0,0,2,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,"Corvin negyed, Oktogon","4, 6 trams, Metro 2 red, Matro 4						",,47.4982893,19.058594,47.4982893,19.058594,1075,7,1.7500831738038929,0.6245064124831187,1.9279529562860926,1.4841685925981487,2.575690551099658,15.99977932855115
21,1,0,0,402,42,9.571428571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Munkás utca,"
                1 room                            ",1,0,Brick Apartment,1,0,804,62,37,"Furnished, equipped",1,1,0,0,2,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,"Széll Kálmán square, Vár","4, 6 trams, Metro 2 red						",,47.5000268,19.0771154,47.5000268,19.0771154,1074,7,2.979884746321788,2.022110851986295,0.5278442186361277,1.9718251173452674,3.9466216195386554,14.832083061964719
22,1,0,0,371,51,7.274509804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hadriánus utca,"
                2 rooms                            ",2,0,Block Apartment,0,1,742,71,37,"Furnished, equipped",1,1,0,0,9,-1,View to the hills,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,-1,-1,-1,-1,1,"Perfect quiet flat at a perfect location for staying in Bp.  
With 2 rooms. Low costs.  
Available immediatelly.  
Only for long term. Two month deposit and first month rental price.","Jászai Mari square, Nyugati square",7 bus,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.821 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.277 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.800 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.839 km )Baptista Teológiai Akadémia - BTA ( 1.710 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.881 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.881 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.579 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.214 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.702 km )Közép-Európai Egyetem - KEE ( 0.822 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.893 km )McDaniel College - MCDC ( 1.977 km )Magyar Képzőművészeti Egyetem - MKE ( 0.967 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.952 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.938 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.885 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.902 km )Semmelweis Egyetem - SE EFK ( 1.785 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.582 km )Szent István Egyetem - SZIE ÁOTK ( 1.855 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.611 km )Central European University - CEU ( 0.822 km )

                    More
                    



",47.6036783,19.06400825,47.6036783,19.06400825,1039,3,2.0752423685328942,11.956895614810424,11.469928855761511,10.250703399397635,11.750738384065293,23.168567003745334
23,1,0,0,850,84,10.11904762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Egressy út,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1849,62,108,"Empty, equipped",0,1,0,1,-0.5,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,-1,-1,-1,-1,www.renthungary.hu,"Near Danube, Széll Kálmán square","4, 6 trams, Metro 3 blue						",,47.51895565,19.12700429,47.51895565,19.12700429,1148,14,5.72147003058664,6.250379493461611,3.7842445932176076,5.303287183853732,7.9338935079957205,12.97915610640571
24,1,0,0,0,90,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cinkotai út,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1113,77,56,"Partly furnished, equipped",0,1,1,0,1,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,At least one year,Yes,-1,-1,-1,-1,www.renthungary.hu,"Near Danube, Móricz Zsigmond square","4, 6 trams, Metro 2 red",,47.52409614,19.13550018,47.52409614,19.13550018,1141,14,6.111110120231383,7.068464816647702,4.628383645432763,6.039560441521087,8.701692944690262,12.937447572146764
25,1,0,0,584,37,15.78378378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kálmán Imre utca,"
                1 room                            ",1,0,Brick Apartment,1,0,1169,77,31,"Furnished, equipped",1,1,0,0,3,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,"37 sqm, SUNNY and QUIET flat for rent in Pest 5th district near to OKTOGON. 
 The location's is very cool, the transport is excellent, just few mins walk from M3 and 4-6 tram  station. 

 The flat is furnished and fully equipped and AIR-CONDITIONED.

The rental fee is 189.000 HUF per month  
utilities(gas, electicity, water) are overhead on basis according to measured consumption.  
The common cost is 10.000 HUF per month 

Only available for long term rent(minimum renting period is 12 month). 
 Two months deposit needed.
",Oktogon,Matro 4,"Moholy-Nagy Művészeti Egyetem - MOME ( 1.771 km )Nemzetközi Üzleti Főiskola (International Business School), - NÜF IBS ( 1.531 km )Sola Scriptura Teológiai Főiskola - SSTF ( 1.150 km )International Business School - IBS ( 1.531 km )

                    More
                    



",47.5071904,19.0539325,47.5071904,19.0539325,1054,5,1.068108511426246,1.2107152507237537,2.3371543956378624,0.5498906196051545,2.2941922603335296,16.745071255288927
26,1,0,0,386,33,11.6969697,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Móricz Zsigmond körtér,"
                1 room                            ",1,0,Brick Apartment,1,0,773,31,31,"Empty, furnished as well",1,0,0,1,1.5,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,-1,-1,-1,-1,-1,diamond.alberlet.hu,Móricz Zsigmond square,"4, 6 trams, Metro 3 blue						","Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 0.675 km )Általános Vállalkozási Főiskola - ÁVF ( 1.532 km )Budapesti Corvinus Egyetem - BCE-KIK ( 1.180 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 0.182 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem  - BKÁE ÉTK BCE ÉTK ( 1.716 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 0.182 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KERTK BCE KERTK ( 1.716 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 0.182 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE TÁJK BCE TÁJK ( 1.716 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 0.239 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 0.601 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 0.601 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 0.601 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 0.601 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 0.601 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME VIK ( 1.079 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 0.601 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 0.601 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.367 km )Budapesti Műszaki Főiskola - BMF KGK ( 1.408 km )Eötvös Loránd Tudományegyetem - ELTE ( 0.458 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 0.458 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.791 km )Eötvös Loránd Tudományegyetem - ELTE IK ( 1.500 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.290 km )Eötvös Loránd Tudományegyetem - ELTE TÁTK ( 1.500 km )Eötvös Loránd Tudományegyetem - ELTE TTK ( 1.500 km )Fernuniversitätgesamthochschule in Hagen - FU ( 1.532 km )Közép-Európai Egyetem - KEE ( 1.744 km )Károli Gáspár Református Egyetem - KRE ( 0.301 km )Károli Gáspár Református Egyetem - KRE BTK ( 0.507 km )Károli Gáspár Református Egyetem - KRE HTK ( 0.322 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 1.871 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.066 km )Pázmány Péter Katolikus Egyetem - PPKE ( 0.708 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 0.490 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 1.461 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 0.722 km )Semmelweis Egyetem - SE ( 0.542 km )Semmelweis Egyetem - SE ÁOK ( 0.542 km )Semmelweis Egyetem - SE EFK ( 0.924 km )Semmelweis Egyetem - SE FOK ( 0.542 km )Semmelweis Egyetem - SE GYTK ( 0.542 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.084 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 0.890 km )Wesley János Lelkészképző Főiskola - WJLF ( 1.717 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 1.582 km )Central European University - CEU ( 1.744 km )

                    More
                    



",47.4771689,19.047593300000006,47.4771689,19.047593300000006,1117,11,1.8206489831029085,2.164725934276792,3.8310915832142194,3.896993899097965,3.199968083349226,15.97470988235707
27,1,0,0,510,50,10.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szőlő utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1020,25,40,Furnished by designer,1,0,0,0,3,-1,Park view,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6 months,-1,-1,Yes,-1,-1,-1,Széll Kálmán square,"4, 6 trams, Metro 1 historic line						","Moholy-Nagy Művészeti Egyetem - MOME ( 1.413 km )Mozgássérültek Pető András Nevelőképző és Nevelőintézete - MPANNI ( 0.526 km )Nemzetközi Üzleti Főiskola (International Business School), - NÜF IBS ( 1.505 km )International Business School - IBS ( 1.505 km )

                    More
                    



",47.5424566,19.0374214,47.5424566,19.0374214,1032,3,1.494980221293854,5.204052159751362,5.74398602512952,3.7391336146167213,4.665421406751233,19.84825302770557
28,1,0,0,386,40,9.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Széher út,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,773,40,46,"Partly furnished, equipped",0,1,1,0,1,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,At least one year,-1,-1,-1,-1,-1,"------>ONLY FOR LONG TERM, MINIMUM 1 YEAR with 2 month deposit , and first month rent. It can be mooved from the MIDDLE OF DECEMBER!<------ 
YOU CAN CALL ME ON THE WEEKEND TOO! 
OUR SERVICE IS FREE FOR THE TENANTS! 
I can speak in English!","Corvin negyed, Fővám tér, Ráday utca","4, 6 trams, 47, 49 trams, 7 bus, Matro 4","Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.537 km )Eötvös Loránd Tudományegyetem - ELTE TÓFK ( 1.749 km )Közép-Európai Egyetem - KEE ( 1.608 km )Semmelweis Egyetem - SE TSK ( 1.525 km )Central European University - CEU ( 1.608 km )

                    More
                    



",47.5277038,18.97424975,47.5277038,18.97424975,1021,2,5.3320196937742015,6.707592326326359,8.734814698709188,6.483498815680062,4.781605335071935,23.12256385137492
29,1,0,0,464,42,11.04761905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erkel utca,"
                1 room                            ",1,0,Brick Apartment,1,0,927,53,28,"Furnished, equipped",1,1,0,0,3,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,"In the 9th district, on Erkel Street, a 42 sqm, 1 bedroom, furnished, mechanized, galvanized, 3rd floor, air-conditioned, bathtub, bright, January moveable apartment is for rent. 

The real estate cost and common cost together amount to about 26,000 Forints, but it obviously depends on consumption as well. 
Keeping pets and smoking in the apartment is not allowed. (You can smoke in the corridor.) 
Near the apartment are the Corvinus, the Market Hall, the Kalvin Square and Fovam Square. 

Minimum rental period is 1 year. 
The apartment can be moved from January by paying 2 month deposit and the rent for the month month!",Blaha Lujza square,"47, 49 trams, Metro 3 blue, Matro 4						","Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 0.697 km )Általános Vállalkozási Főiskola - ÁVF ( 1.457 km )Budapesti Corvinus Egyetem - BCE-KIK ( 1.146 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 0.303 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem  - BKÁE ÉTK BCE ÉTK ( 1.590 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 0.303 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KERTK BCE KERTK ( 1.590 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 0.303 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE TÁJK BCE TÁJK ( 1.590 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 0.554 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 0.709 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 0.709 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 0.709 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 0.709 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 0.709 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME VIK ( 1.257 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 0.709 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 0.709 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.448 km )Budapesti Műszaki Főiskola - BMF KGK ( 1.643 km )Eötvös Loránd Tudományegyetem - ELTE ( 0.319 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 0.319 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.670 km )Eötvös Loránd Tudományegyetem - ELTE IK ( 1.770 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.180 km )Eötvös Loránd Tudományegyetem - ELTE TÁTK ( 1.770 km )Eötvös Loránd Tudományegyetem - ELTE TTK ( 1.770 km )Fernuniversitätgesamthochschule in Hagen - FU ( 1.457 km )Közép-Európai Egyetem - KEE ( 1.437 km )Károli Gáspár Református Egyetem - KRE ( 0.408 km )Károli Gáspár Református Egyetem - KRE BTK ( 0.685 km )Károli Gáspár Református Egyetem - KRE HTK ( 0.671 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 1.750 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.183 km )Pázmány Péter Katolikus Egyetem - PPKE ( 0.805 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 0.220 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 1.765 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 0.803 km )Semmelweis Egyetem - SE ( 0.851 km )Semmelweis Egyetem - SE ÁOK ( 0.851 km )Semmelweis Egyetem - SE EFK ( 0.977 km )Semmelweis Egyetem - SE FOK ( 0.851 km )Semmelweis Egyetem - SE GYTK ( 0.851 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.077 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 0.553 km )Wesley János Lelkészképző Főiskola - WJLF ( 1.962 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 1.899 km )Central European University - CEU ( 1.437 km )

                    More
                    



",47.48657,19.060145,47.48657,19.060145,1092,9,2.3264263631509303,1.3145759727444322,2.42665142448313,2.792353159959257,3.137475069201401,15.396743472939
30,1,0,0,773,62,12.46774194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hermann Ottó utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1546,62,40,"Empty, equipped",0,1,0,1,1,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,At least one year,-1,-1,-1,-1,-1,"Apartment FOR RENT in 2nd district at Herman Otto Street is a spacious freshly RENOVATED 62nm, unfurnished, 1st floor 3room apartment  with terrace and A/C and terasse in quiet environment.        

LAYOUT:2 bedrooms + 1 living room + kitchen, bathroom with bath tub, separate toilet.       
EQUIPPED:  washing machine, air-conditioner, Alarm, owen , microwave, dishwashermachine       

Cozy, comfortable home in a beautiful, quiet environment is recommended for couples and families. .   

Easily accessable by public transportation close Mammut  and Szell Kalman ter.        
Many International Schools/nursery  is nearby        
Sorry NO pets and Smoking.       

Rental Price: 250,000.-HUF/month +cc + utilities       
Available immediately, for a long distance, for a minimum of one year. with 2 monthly deposit       

Only for demanding tenants with reference.        
Please feel free contact for more information even on weekends.        
",Corvin negyed,7 bus,"Moholy-Nagy Művészeti Egyetem - MOME ( 0.904 km )Mozgássérültek Pető András Nevelőképző és Nevelőintézete - MPANNI ( 0.998 km )Nemzetközi Üzleti Főiskola (International Business School), - NÜF IBS ( 0.713 km )International Business School - IBS ( 0.713 km )

                    More
                    



",47.5145032,19.0096074,47.5145032,19.0096074,1022,2,2.330396071054955,3.6777684837426827,5.763071206326123,3.591263789194605,1.8422917919247446,20.095855614084492
