ID,poi shape,poi type,coordinate,amenity_types
29864,Point,bench," 19.0057871, 47.4838716 ",others
29865,Point,bench," 19.005838, 47.4839001 ",others
29866,Point,waste_basket," 19.006005, 47.4838602 ",others
29867,Point,waste_basket," 19.0060211, 47.4839921 ",others
29868,Point,bench," 19.0060063, 47.4838906 ",others
29869,Point,bench," 19.0060113, 47.4839269 ",others
29870,Point,bench," 19.0060164, 47.483964 ",others
29871,Point,telephone," 18.9990105, 47.4820748 ",others
29872,Point,pharmacy," 19.0373623, 47.4758926 ",Healthcare
29873,Point,waste_basket," 18.9997235, 47.4713274 ",others
29874,Point,bench," 18.9987772, 47.4706966 ",others
29875,Point,bench," 18.9987596, 47.470684 ",others
29876,Point,bench," 18.9987418, 47.4706713 ",others
29877,Point,bench," 18.999409, 47.4709937 ",others
29878,Point,bench," 18.9993924, 47.4710031 ",others
29879,Point,bench," 18.9993725, 47.4710144 ",others
29880,Point,bench," 18.999356, 47.4710238 ",others
29881,Point,bench," 18.9991565, 47.4709295 ",others
29882,Point,bench," 18.9991389, 47.470917 ",others
29883,Point,bench," 18.9991212, 47.4709042 ",others
29884,Point,waste_basket," 18.9989114, 47.4701662 ",others
29885,Point,waste_basket," 18.9989571, 47.470251 ",others
29886,Point,waste_basket," 18.9992536, 47.4700876 ",others
29887,Point,bench," 18.9990735, 47.4702655 ",others
29888,Point,waste_basket," 18.9989007, 47.4704253 ",others
29889,Point,bench," 18.9989661, 47.4704303 ",others
29890,Point,bench," 18.9989242, 47.4704306 ",others
29891,Point,bench," 18.9988773, 47.47042 ",others
29892,Point,bench," 18.9988469, 47.4704053 ",others
29893,Point,bench," 18.9986312, 47.4697651 ",others
29894,Point,bench," 18.9985512, 47.4697842 ",others
29895,Point,bench," 18.9984718, 47.4698043 ",others
29896,Point,bench," 18.9983791, 47.4697859 ",others
29897,Point,bench," 18.9982006, 47.469381 ",others
29898,Point,bench," 18.9982114, 47.4693536 ",others
29899,Point,bench," 18.9985863, 47.4692723 ",others
29900,Point,bench," 18.9985977, 47.4693078 ",others
29901,Point,bench," 18.9984046, 47.4694161 ",others
29902,Point,bench," 18.9983919, 47.4694508 ",others
29903,Point,bench," 18.998383, 47.4694761 ",others
29904,Point,bench," 19.0312372, 47.4854967 ",others
29905,Point,bench," 19.0309876, 47.4854899 ",others
29906,Point,bench," 19.0000107, 47.4701198 ",others
29907,Point,bench," 18.9999889, 47.4701247 ",others
29908,Point,bench," 18.9999672, 47.4701296 ",others
29909,Point,bench," 19.0001247, 47.4696453 ",others
29910,Point,waste_basket," 18.9986164, 47.4695884 ",others
29911,Point,waste_basket," 18.9984956, 47.469656 ",others
29912,Point,bench," 18.9984812, 47.4696606 ",others
29913,Point,bench," 18.9984684, 47.4696678 ",others
29914,Point,bench," 18.9984527, 47.4696766 ",others
29915,Point,bench," 18.9989807, 47.4708444 ",others
29916,Point,bench," 18.9989627, 47.4708329 ",others
29917,Point,bench," 18.9989449, 47.4708216 ",others
29918,Point,waste_basket," 18.9991092, 47.4707321 ",others
29919,Point,restaurant," 19.0496057, 47.5685779 ",Sustenance
29920,Point,school," 19.2434388, 47.4829582 ",School
29921,Point,parking_space," 19.0042336, 47.4919713 ",Parking
29922,Point,ice_cream," 19.1014105, 47.5220928 ",others
29923,Point,waste_basket," 19.133428, 47.5343399 ",others
29924,Point,waste_basket," 19.133768, 47.534569 ",others
29925,Point,waste_basket," 19.1335759, 47.5344124 ",others
29926,Point,waste_basket," 19.1337962, 47.534607 ",others
29927,Point,waste_basket," 19.1329426, 47.5338999 ",others
29928,Point,parking," 19.0315912, 47.5802538 ",Parking
29929,Point,waste_basket," 19.0051958, 47.4939785 ",others
29930,Point,bench," 19.0059401, 47.4925052 ",others
29931,Point,waste_basket," 19.1331243, 47.5350566 ",others
29932,Point,bench," 18.9387164, 47.5205978 ",others
29933,Point,bench," 18.9386749, 47.5206125 ",others
29934,Point,bench," 18.9386065, 47.5206385 ",others
29935,Point,bench," 18.9124307, 47.4354907 ",others
29936,Point,bench," 18.9123946, 47.4354737 ",others
29937,Point,bench," 18.9125279, 47.4354111 ",others
29938,Point,bench," 18.9124918, 47.435391 ",others
29939,Point,bench," 18.9134337, 47.4351172 ",others
29940,Point,bench," 18.9137843, 47.4346599 ",others
29941,Point,bench," 18.9133169, 47.4346843 ",others
29942,Point,bench," 18.9122817, 47.4346552 ",others
29943,Point,bench," 18.9119836, 47.4348987 ",others
29944,Point,bench," 18.9116495, 47.4351591 ",others
29945,Point,waste_basket," 18.9464714, 47.4945203 ",others
29946,Point,feeding_place," 19.3214743, 47.3728267 ",others
29947,Point,vending_machine," 19.03304, 47.5145584 ",Vending Machine
29948,Point,school," 19.0549101, 47.4763314 ",School
29949,Point,cafe," 19.0667749, 47.4927975 ",Sustenance
29950,Point,waste_basket," 19.0658576, 47.4192651 ",others
29951,Point,bar," 19.0628107, 47.4972923 ",Sustenance
29952,Point,library," 18.8816424, 47.4125152 ",Education
29953,Point,atm," 19.1458075, 47.4629927 ",Financial
29954,Point,bank," 19.1457459, 47.4629946 ",Financial
29955,Point,atm," 19.1477613, 47.4628183 ",Financial
29956,Point,pharmacy," 19.0712974, 47.4892629 ",Healthcare
29957,Point,pharmacy," 19.0749729, 47.4953946 ",Healthcare
29958,Point,cafe," 19.0585321, 47.4983741 ",Sustenance
29959,Point,school," 19.1319944, 47.4802498 ",School
29960,Point,social_facility," 18.9518053, 47.4109852 ",Healthcare
29961,Point,shelter," 18.9987167, 47.5385099 ",others
29962,Point,bench," 18.99513, 47.5392095 ",others
29963,Point,waste_basket," 19.1376939, 47.4809542 ",others
29964,Point,waste_basket," 19.1378585, 47.4810811 ",others
29965,Point,waste_basket," 19.1387118, 47.480581 ",others
29966,Point,bank," 19.0065482, 47.4656199 ",Financial
29967,Point,place_of_worship," 19.1430992, 47.4723014 ",Religion
29968,Point,waste_basket," 19.0568882, 47.4798096 ",others
29969,Point,bench," 19.0534218, 47.5234545 ",others
29970,Point,bench," 19.053348, 47.5233213 ",others
29971,Point,telephone," 19.110828, 47.5210847 ",others
29972,Point,telephone," 19.1218126, 47.5307384 ",others
29973,Point,shelter," 19.0484537, 47.4774906 ",others
29974,Point,shelter," 19.048614, 47.4774455 ",others
29975,Point,shelter," 19.0487765, 47.4773996 ",others
29976,Point,shelter," 19.0466386, 47.4774637 ",others
29977,Point,shelter," 19.0464342, 47.4774941 ",others
29978,Point,drinking_water," 19.0681498, 47.529587 ",others
29979,Point,drinking_water," 19.0681605, 47.5299456 ",others
29980,Point,post_box," 19.0854004, 47.501009 ",others
29981,Point,toilets," 19.048341, 47.4604019 ",others
29982,Point,toilets," 19.0484256, 47.4604019 ",others
29983,Point,bicycle_parking," 19.0445565, 47.461663 ",Transportation: Bicycle
29984,Point,waste_basket," 19.0227671, 47.5118896 ",others
29985,Point,bench," 19.0173171, 47.4761094 ",others
29986,Point,waste_basket," 19.018571, 47.4753581 ",others
29987,Point,atm," 19.0236747, 47.4781272 ",Financial
29988,Point,telephone," 19.0231627, 47.4830566 ",others
29989,Point,cafe," 19.0227325, 47.4829466 ",Sustenance
29990,Point,bench," 19.0052054, 47.4840444 ",others
29991,Point,bench," 19.0057743, 47.48387 ",others
29992,Point,waste_basket," 19.0058223, 47.4838652 ",others
29993,Point,dentist," 19.0054521, 47.4830708 ",Healthcare
29994,Point,waste_basket," 19.0051934, 47.4827353 ",others
29995,Point,dentist," 19.0051388, 47.4812897 ",Healthcare
29996,Point,post_box," 19.0051113, 47.4813564 ",others
29997,Point,cafe," 19.0687471, 47.4761218 ",Sustenance
29998,Point,restaurant," 19.0658391, 47.4953168 ",Sustenance
29999,Point,bench," 19.0601152, 47.469146 ",others
30000,Point,bench," 19.2426839, 47.4791252 ",others
30001,Point,waste_basket," 19.2426906, 47.4791514 ",others
30002,Point,bench," 19.2427845, 47.479214 ",others
30003,Point,bench," 19.2432391, 47.478977 ",others
30004,Point,bench," 19.2432324, 47.478962 ",others
30005,Point,bench," 19.2432265, 47.478946 ",others
30006,Point,bench," 19.2432203, 47.4789302 ",others
30007,Point,bench," 19.2432628, 47.479429 ",others
30008,Point,bench," 19.2432789, 47.4794263 ",others
30009,Point,bench," 19.2432461, 47.4794322 ",others
30010,Point,waste_basket," 19.2432943, 47.4794231 ",others
30011,Point,drinking_water," 18.9532691, 47.4128123 ",others
30012,Point,telephone," 19.0521866, 47.5984257 ",others
30013,Point,telephone," 19.0521692, 47.5983669 ",others
30014,Point,atm," 19.0490484, 47.5979052 ",Financial
30015,Point,telephone," 19.0497686, 47.5973101 ",others
30016,Point,bicycle_parking," 19.3321851, 47.6036186 ",Transportation: Bicycle
30017,Point,drinking_water," 19.3549343, 47.3826017 ",others
30018,Point,shelter," 18.9335096, 47.4397232 ",others
30019,Point,bench," 19.1490627, 47.4689413 ",others
30020,Point,pharmacy," 19.085395, 47.4706105 ",Healthcare
30021,Point,drinking_water," 19.3522421, 47.3912797 ",others
30022,Point,bicycle_parking," 19.3508588, 47.3903117 ",Transportation: Bicycle
30023,Point,drinking_water," 19.3532034, 47.3861254 ",others
30024,Point,cafe," 19.049771, 47.5136612 ",Sustenance
30025,Point,hunting_stand," 19.3516066, 47.3502764 ",others
30026,Point,hunting_stand," 19.3749076, 47.356327 ",others
30027,Point,feeding_place," 19.3789046, 47.3630013 ",others
30028,Point,restaurant," 19.0389021, 47.5024926 ",Sustenance
30029,Point,feeding_place," 19.3656173, 47.3658304 ",others
30030,Point,parking_entrance," 19.0633158, 47.5735579 ",others
30031,Point,drinking_water," 19.124284, 47.3902235 ",others
30032,Point,weighbridge," 19.1317905, 47.5866187 ",others
30033,Point,weighbridge," 19.1319233, 47.5867317 ",others
30034,Point,recycling," 19.1342491, 47.5201512 ",Recycling
30035,Point,bicycle_parking," 19.0717461, 47.4839688 ",Transportation: Bicycle
30036,Point,atm," 19.3437603, 47.5987008 ",Financial
30037,Point,drinking_water," 19.1050699, 47.3798346 ",others
30038,Point,post_box," 19.1104837, 47.3856524 ",others
30039,Point,drinking_water," 19.1170582, 47.3889447 ",others
30040,Point,bicycle_parking," 19.0930569, 47.5195054 ",Transportation: Bicycle
30041,Point,fast_food," 19.0906006, 47.5198232 ",Sustenance
30042,Point,vending_machine," 19.0912147, 47.519848 ",Vending Machine
30043,Point,vending_machine," 19.0911871, 47.5198024 ",Vending Machine
30044,Point,vending_machine," 19.0912092, 47.5197903 ",Vending Machine
30045,Point,school," 19.0665472, 47.5006781 ",School
30046,Point,ice_cream," 19.0127117, 47.5987649 ",others
30047,Point,clinic," 19.0355848, 47.5126418 ",Healthcare
30048,Point,atm," 19.0543712, 47.4936969 ",Financial
30049,Point,charging_station," 19.0364274, 47.5173475 ",others
30050,Point,pharmacy," 19.0315034, 47.5105598 ",Healthcare
30051,Point,recycling," 19.2429981, 47.4802309 ",Recycling
30052,Point,cafe," 19.0658479, 47.5313656 ",Sustenance
30053,Point,bench," 19.0020311, 47.468307 ",others
30054,Point,bench," 19.0020154, 47.4682607 ",others
30055,Point,waste_basket," 19.0019837, 47.4682915 ",others
30056,Point,waste_basket," 19.0016056, 47.4687047 ",others
30057,Point,waste_basket," 19.0016019, 47.4687875 ",others
30058,Point,waste_basket," 19.0015455, 47.4687702 ",others
30059,Point,bench," 19.0015877, 47.4687271 ",others
30060,Point,bench," 19.0014508, 47.4688833 ",others
30061,Point,waste_basket," 19.0011476, 47.4691445 ",others
30062,Point,bench," 19.0011866, 47.4691204 ",others
30063,Point,bench," 19.0009844, 47.4692322 ",others
30064,Point,bench," 19.000768, 47.4693497 ",others
30065,Point,waste_basket," 19.0007079, 47.4693812 ",others
30066,Point,bench," 19.0004507, 47.4694743 ",others
30067,Point,waste_basket," 19.0001507, 47.4696249 ",others
30068,Point,bench," 19.0000626, 47.4697314 ",others
30069,Point,waste_basket," 18.9997398, 47.4698446 ",others
30070,Point,bench," 18.9997879, 47.4698227 ",others
30071,Point,bench," 18.9993314, 47.4700694 ",others
30072,Point,bench," 18.9985512, 47.4704909 ",others
30073,Point,waste_basket," 18.9985046, 47.4705138 ",others
30074,Point,bench," 18.9970293, 47.4713651 ",others
30075,Point,bench," 18.9967819, 47.4714387 ",others
30076,Point,waste_basket," 18.9965786, 47.4716084 ",others
30077,Point,bench," 18.9964227, 47.4716368 ",others
30078,Point,waste_basket," 18.9963946, 47.4716466 ",others
30079,Point,waste_basket," 18.9961314, 47.4717855 ",others
30080,Point,waste_basket," 18.9963668, 47.4720817 ",others
30081,Point,bicycle_parking," 18.9968278, 47.4723015 ",Transportation: Bicycle
30082,Point,waste_basket," 18.9967099, 47.4722601 ",others
30083,Point,waste_basket," 18.9965578, 47.4721326 ",others
30084,Point,waste_basket," 18.9965614, 47.4720454 ",others
30085,Point,bench," 18.9967204, 47.4721772 ",others
30086,Point,bench," 18.9967449, 47.4722893 ",others
30087,Point,bench," 18.9966595, 47.4722184 ",others
30088,Point,bench," 18.9965917, 47.4721614 ",others
30089,Point,bench," 18.9965481, 47.4721246 ",others
30090,Point,bench," 18.9965798, 47.4720605 ",others
30091,Point,waste_basket," 18.9963499, 47.4719124 ",others
30092,Point,bench," 18.9963657, 47.471901 ",others
30093,Point,bench," 18.9963584, 47.47184 ",others
30094,Point,bench," 18.9963368, 47.4718255 ",others
30095,Point,bench," 19.0347851, 47.4696315 ",others
30096,Point,driving_school," 19.0682591, 47.4796951 ",School
30097,Point,restaurant," 19.064302, 47.4885592 ",Sustenance
30098,Point,bar," 19.0605563, 47.4977428 ",Sustenance
30099,Point,theatre," 19.0637978, 47.4993301 ",Entertainment
30100,Point,bench," 19.0637493, 47.4997787 ",others
30101,Point,bench," 19.0637669, 47.4995876 ",others
30102,Point,bicycle_parking," 19.0640506, 47.481204 ",Transportation: Bicycle
30103,Point,telephone," 18.9203979, 47.3773142 ",others
30104,Point,telephone," 18.9204463, 47.3772727 ",others
30105,Point,waste_basket," 18.9204532, 47.3772576 ",others
30106,Point,bench," 18.9204068, 47.3772908 ",others
30107,Point,bicycle_parking," 19.0351722, 47.5429385 ",Transportation: Bicycle
30108,Point,vending_machine," 19.0384057, 47.5421379 ",Vending Machine
30109,Point,vending_machine," 19.0288485, 47.5054541 ",Vending Machine
30110,Point,waste_basket," 19.0288404, 47.5054659 ",others
30111,Point,bench," 19.0526598, 47.4978733 ",others
30112,Point,bench," 19.0526599, 47.4977409 ",others
30113,Point,bench," 19.0525749, 47.4978684 ",others
30114,Point,bench," 19.0527805, 47.4977566 ",others
30115,Point,bench," 19.0527224, 47.4977472 ",others
30116,Point,car_wash," 19.0197026, 47.4549212 ",Transportation: Car
30117,Point,car_wash," 19.0185123, 47.453704 ",Transportation: Car
30118,Point,bicycle_rental," 19.0442118, 47.4672628 ",Transportation: Bicycle
30119,Point,atm," 19.0293646, 47.5102131 ",Financial
30120,Point,bench," 19.0637363, 47.4995805 ",others
30121,Point,bench," 19.0634266, 47.4995254 ",others
30122,Point,bench," 19.0637977, 47.499584 ",others
30123,Point,bench," 19.0434955, 47.5195199 ",others
30124,Point,bench," 19.0434343, 47.5195582 ",others
30125,Point,restaurant," 19.0660496, 47.4989257 ",Sustenance
30126,Point,restaurant," 19.0661223, 47.4989761 ",Sustenance
30127,Point,drinking_water," 19.1960597, 47.4416546 ",others
30128,Point,restaurant," 19.0308099, 47.5143981 ",Sustenance
30129,Point,bench," 19.0306374, 47.4776434 ",others
30130,Point,drinking_water," 19.0575501, 47.5107635 ",others
30131,Point,fast_food," 19.0328194, 47.511003 ",Sustenance
30132,Point,ice_cream," 19.0618308, 47.5046297 ",others
30133,Point,bench," 19.0603346, 47.5000514 ",others
30134,Point,bench," 19.0603532, 47.5001094 ",others
30135,Point,bench," 19.0602753, 47.4999337 ",others
30136,Point,bench," 19.0602819, 47.5000241 ",others
30137,Point,bus_station," 19.064725, 47.5317872 ",others
30138,Point,vending_machine," 19.0642069, 47.5318754 ",Vending Machine
30139,Point,waste_basket," 18.8998356, 47.4419384 ",others
30140,Point,bench," 18.8998464, 47.4419238 ",others
30141,Point,bench," 18.8998705, 47.4418908 ",others
30142,Point,bench," 18.8998857, 47.4418499 ",others
30143,Point,bench," 18.8998953, 47.4418121 ",others
30144,Point,bench," 18.8998934, 47.4417705 ",others
30145,Point,bench," 18.8997631, 47.441547 ",others
30146,Point,bench," 18.8998, 47.441578 ",others
30147,Point,bench," 18.8998292, 47.4416123 ",others
30148,Point,bench," 18.8998552, 47.4416484 ",others
30149,Point,bench," 18.8998756, 47.4416884 ",others
30150,Point,bench," 18.8998896, 47.4417322 ",others
30151,Point,waste_basket," 18.8996488, 47.4414886 ",others
30152,Point,bench," 18.8996691, 47.4414925 ",others
30153,Point,bench," 18.8997174, 47.4415195 ",others
30154,Point,cafe," 19.0523348, 47.500082 ",Sustenance
30155,Point,cafe," 18.9593148, 47.5182395 ",Sustenance
30156,Point,waste_basket," 19.1681318, 47.4534303 ",others
30157,Point,waste_basket," 19.1684474, 47.4537216 ",others
30158,Point,waste_basket," 19.1685051, 47.4538629 ",others
30159,Point,bench," 19.1685483, 47.4538961 ",others
30160,Point,bench," 19.1685639, 47.4539359 ",others
30161,Point,bench," 19.1684114, 47.4539034 ",others
30162,Point,bench," 19.1684222, 47.4539424 ",others
30163,Point,bench," 19.168439, 47.4539806 ",others
30164,Point,waste_basket," 19.1684486, 47.4540041 ",others
30165,Point,post_box," 19.168241, 47.4545544 ",others
30166,Point,vending_machine," 19.0147724, 47.5056845 ",Vending Machine
30167,Point,recycling," 19.0950462, 47.4333726 ",Recycling
30168,Point,telephone," 19.0895548, 47.5042575 ",others
30169,Point,fountain," 19.1182633, 47.3998645 ",Arts
30170,Point,embassy," 19.0055139, 47.5343899 ",others
30171,Point,place_of_worship," 19.0352086, 47.4477816 ",Religion
30172,Point,telephone," 19.0887053, 47.5042675 ",others
30173,Point,telephone," 19.090504, 47.5023589 ",others
30174,Point,fountain," 19.1080177, 47.5208757 ",Arts
30175,Point,post_office," 19.1296992, 47.5167683 ",others
30176,Point,post_box," 19.0928529, 47.5070762 ",others
30177,Point,telephone," 19.0982853, 47.5112477 ",others
30178,Point,bench," 19.0047029, 47.5104662 ",others
30179,Point,post_box," 19.0995099, 47.5118036 ",others
30180,Point,fountain," 19.0372889, 47.5013069 ",Arts
30181,Point,drinking_water," 19.0349336, 47.5065149 ",others
30182,Point,drinking_water," 19.0328696, 47.5060292 ",others
30183,Point,drinking_water," 19.0328261, 47.5029279 ",others
30184,Point,drinking_water," 19.0515435, 47.5689802 ",others
30185,Point,recycling," 19.0049657, 47.3949671 ",Recycling
30186,Point,bench," 19.1512005, 47.4694036 ",others
30187,Point,bench," 19.151321, 47.4691698 ",others
30188,Point,bench," 19.1512923, 47.469108 ",others
30189,Point,bench," 19.1512454, 47.4691275 ",others
30190,Point,bench," 19.1512834, 47.4691858 ",others
30191,Point,bench," 19.1523361, 47.4688689 ",others
30192,Point,bench," 19.1523984, 47.4689023 ",others
30193,Point,bench," 19.1521449, 47.4690301 ",others
30194,Point,bench," 19.1512275, 47.469388 ",others
30195,Point,bench," 19.1511073, 47.4694512 ",others
30196,Point,bench," 19.1510784, 47.4694672 ",others
30197,Point,atm," 19.0448765, 47.4583661 ",Financial
30198,Point,waste_basket," 18.9506934, 47.4102937 ",others
30199,Point,drinking_water," 19.0433479, 47.4848985 ",others
30200,Point,hunting_stand," 19.3753679, 47.4768313 ",others
30201,Point,hunting_stand," 19.383858, 47.4629191 ",others
30202,Point,drinking_water," 19.373484, 47.4400347 ",others
30203,Point,drinking_water," 19.3697957, 47.442837 ",others
30204,Point,restaurant," 19.0572223, 47.5037068 ",Sustenance
30205,Point,social_facility," 18.9944638, 47.5450069 ",Healthcare
30206,Point,hunting_stand," 18.9938116, 47.5495261 ",others
30207,Point,hunting_stand," 18.9266914, 47.564025 ",others
30208,Point,drinking_water," 18.9343223, 47.5158506 ",others
30209,Point,drinking_water," 18.9328086, 47.5144561 ",others
30210,Point,waste_basket," 18.9322377, 47.5139286 ",others
30211,Point,waste_basket," 18.9322931, 47.5138186 ",others
30212,Point,bench," 18.9323501, 47.5134348 ",others
30213,Point,waste_basket," 18.9330161, 47.5137581 ",others
30214,Point,fast_food," 19.0736918, 47.4758121 ",Sustenance
30215,Point,pub," 19.0666986, 47.4957457 ",Sustenance
30216,Point,post_box," 19.0355768, 47.5331499 ",others
30217,Point,parking," 19.0383261, 47.5319441 ",Parking
30218,Point,waste_basket," 19.0381221, 47.5334584 ",others
30219,Point,vending_machine," 19.0381448, 47.5335304 ",Vending Machine
30220,Point,bicycle_parking," 19.2060555, 47.3893219 ",Transportation: Bicycle
30221,Point,post_box," 19.0338982, 47.4643292 ",others
30222,Point,parking," 19.2152498, 47.3924047 ",Parking
30223,Point,bench," 19.0478879, 47.4875245 ",others
30224,Point,bench," 19.0451, 47.4897829 ",others
30225,Point,telephone," 19.0397537, 47.4758434 ",others
30226,Point,post_box," 19.0416758, 47.475621 ",others
30227,Point,car_wash," 19.073205, 47.4654293 ",Transportation: Car
30228,Point,telephone," 19.0424275, 47.4751246 ",others
30229,Point,telephone," 19.0457219, 47.4771093 ",others
30230,Point,toilets," 19.0474984, 47.5276415 ",others
30231,Point,ice_cream," 19.0506886, 47.5168119 ",others
30232,Point,ice_cream," 19.0477784, 47.4772064 ",others
30233,Point,drinking_water," 19.0881511, 47.515754 ",others
30234,Point,bicycle_parking," 19.0962118, 47.5115504 ",Transportation: Bicycle
30235,Point,arts_centre," 19.0571617, 47.4881153 ",Arts
30236,Point,vending_machine," 19.0425083, 47.4625884 ",Vending Machine
30237,Point,ice_cream," 19.0225543, 47.5034726 ",others
30238,Point,telephone," 19.051929, 47.4809575 ",others
30239,Point,waste_basket," 19.0533412, 47.4837559 ",others
30240,Point,post_box," 19.0479605, 47.4891938 ",others
30241,Point,telephone," 19.1082734, 47.5170951 ",others
30242,Point,telephone," 19.1115513, 47.5192798 ",others
30243,Point,cafe," 19.077272, 47.4906118 ",Sustenance
30244,Point,social_facility," 19.0790185, 47.4915881 ",Healthcare
30245,Point,restaurant," 19.0773343, 47.4906368 ",Sustenance
30246,Point,fast_food," 19.079026, 47.4913418 ",Sustenance
30247,Point,cafe," 19.0789538, 47.4913133 ",Sustenance
30248,Point,cafe," 19.0673204, 47.4975565 ",Sustenance
30249,Point,telephone," 19.1345453, 47.5366056 ",others
30250,Point,bicycle_parking," 19.0560493, 47.5132317 ",Transportation: Bicycle
30251,Point,bureau_de_change," 19.0533741, 47.5108222 ",Financial
30252,Point,bench," 19.0388386, 47.5163611 ",others
30253,Point,bench," 19.0368135, 47.515823 ",others
30254,Point,bench," 19.0367753, 47.515823 ",others
30255,Point,vending_machine," 19.0367988, 47.5158887 ",Vending Machine
30256,Point,waste_basket," 19.0365131, 47.5158742 ",others
30257,Point,waste_basket," 19.0366412, 47.5159046 ",others
30258,Point,waste_basket," 19.0359499, 47.5151415 ",others
30259,Point,telephone," 19.1391889, 47.5434966 ",others
30260,Point,drinking_water," 19.2047897, 47.4381845 ",others
30261,Point,telephone," 19.1407231, 47.5455897 ",others
30262,Point,telephone," 19.1408324, 47.5473988 ",others
30263,Point,drinking_water," 19.2129393, 47.4350714 ",others
30264,Point,drinking_water," 19.2227334, 47.4312832 ",others
30265,Point,drinking_water," 19.2232121, 47.4297951 ",others
30266,Point,drinking_water," 19.2211496, 47.4303438 ",others
30267,Point,drinking_water," 19.2072207, 47.4352112 ",others
30268,Point,drinking_water," 19.2183747, 47.4312811 ",others
30269,Point,drinking_water," 19.2133763, 47.4329907 ",others
30270,Point,drinking_water," 19.2103722, 47.4340013 ",others
30271,Point,drinking_water," 19.2058702, 47.4356512 ",others
30272,Point,drinking_water," 19.2034065, 47.4395542 ",others
30273,Point,drinking_water," 19.2033864, 47.441079 ",others
30274,Point,drinking_water," 19.2166365, 47.4379105 ",others
30275,Point,drinking_water," 19.2192262, 47.4370638 ",others
30276,Point,drinking_water," 19.2196231, 47.4337602 ",others
30277,Point,drinking_water," 19.227305, 47.4334089 ",others
30278,Point,drinking_water," 19.2332005, 47.4282223 ",others
30279,Point,car_wash," 19.2278237, 47.4841403 ",Transportation: Car
30280,Point,telephone," 19.0707783, 47.4857567 ",others
30281,Point,vending_machine," 19.0333575, 47.4649942 ",Vending Machine
30282,Point,drinking_water," 19.1914549, 47.4472067 ",others
30283,Point,drinking_water," 19.1879196, 47.4419844 ",others
30284,Point,drinking_water," 19.1790657, 47.4503736 ",others
30285,Point,restaurant," 19.0618034, 47.5043989 ",Sustenance
30286,Point,telephone," 19.1188962, 47.4757156 ",others
30287,Point,fast_food," 19.0856512, 47.5118543 ",Sustenance
30288,Point,toilets," 19.0857545, 47.5119289 ",others
30289,Point,waste_basket," 18.997099, 47.4733644 ",others
30290,Point,waste_basket," 18.9924754, 47.4739174 ",others
30291,Point,waste_basket," 18.9915623, 47.4738376 ",others
30292,Point,waste_basket," 18.9896974, 47.4747203 ",others
30293,Point,waste_basket," 18.9898384, 47.474811 ",others
30294,Point,waste_basket," 18.9888971, 47.4752423 ",others
30295,Point,waste_basket," 18.9961015, 47.4734628 ",others
30296,Point,waste_basket," 18.9986433, 47.4720508 ",others
30297,Point,waste_basket," 19.0177088, 47.4732282 ",others
30298,Point,cafe," 19.0553438, 47.5093495 ",Sustenance
30299,Point,restaurant," 19.0659466, 47.5024632 ",Sustenance
30300,Point,restaurant," 19.055641, 47.5074561 ",Sustenance
30301,Point,atm," 19.0705715, 47.508067 ",Financial
30302,Point,bbq," 19.0696496, 47.4668509 ",Sustenance
30303,Point,bar," 19.0699554, 47.4669706 ",Sustenance
30304,Point,hunting_stand," 18.9032261, 47.5614818 ",others
30305,Point,hunting_stand," 18.8977759, 47.5639116 ",others
30306,Point,cafe," 19.0529357, 47.4951732 ",Sustenance
30307,Point,atm," 19.0392986, 47.5065323 ",Financial
30308,Point,atm," 19.0394971, 47.5066523 ",Financial
30309,Point,cafe," 19.049031, 47.4601995 ",Sustenance
30310,Point,parking_entrance," 19.0493976, 47.4600735 ",others
30311,Point,waste_basket," 18.9995654, 47.4822232 ",others
30312,Point,fast_food," 19.054685, 47.5041647 ",Sustenance
30313,Point,telephone," 19.1295375, 47.4825737 ",others
30314,Point,telephone," 19.1294825, 47.4826045 ",others
30315,Point,bench," 18.9878512, 47.4950158 ",others
30316,Point,bench," 18.9877967, 47.4952697 ",others
30317,Point,bench," 18.9878177, 47.4952676 ",others
30318,Point,bench," 18.987885, 47.4950291 ",others
30319,Point,bench," 18.9879204, 47.4949908 ",others
30320,Point,bench," 18.9878854, 47.4949792 ",others
30321,Point,waste_basket," 19.0222395, 47.4845401 ",others
30322,Point,post_box," 19.0226734, 47.4861512 ",others
30323,Point,telephone," 19.0326719, 47.4888152 ",others
30324,Point,waste_basket," 19.034224, 47.4889319 ",others
30325,Point,drinking_water," 19.1664379, 47.4509992 ",others
30326,Point,drinking_water," 19.1910036, 47.4500913 ",others
30327,Point,drinking_water," 19.1909178, 47.4518679 ",others
30328,Point,drinking_water," 19.1879202, 47.4520357 ",others
30329,Point,drinking_water," 19.1959843, 47.4515813 ",others
30330,Point,drinking_water," 19.1929494, 47.4493485 ",others
30331,Point,drinking_water," 19.1866931, 47.4432492 ",others
30332,Point,drinking_water," 19.1837065, 47.441681 ",others
30333,Point,drinking_water," 19.1918349, 47.4395857 ",others
30334,Point,waste_basket," 19.0229984, 47.4869502 ",others
30335,Point,telephone," 19.0258553, 47.4838472 ",others
30336,Point,waste_basket," 19.0258186, 47.483957 ",others
30337,Point,telephone," 19.0263689, 47.4840195 ",others
30338,Point,driving_school," 19.2192876, 47.3714977 ",School
30339,Point,fast_food," 19.0624217, 47.4996776 ",Sustenance
30340,Point,post_box," 19.088606, 47.4789255 ",others
